Molality,Osmotic Coefficient,Osmotic Coefficient Error,Osmotic Pressure,Osmotic Pressure Error
0.1,0.9501243829727173,0.0027438773639389402,4.740217208862305,0.0480625767092846
0.2,0.9492223858833313,0.0034602963480707682,9.474337577819824,0.0767267232333495
0.3,0.9506322145462036,0.0037167371071283317,14.235899925231934,0.09515103277446268
0.4,0.9526436924934387,0.0037477617963945775,19.001056671142578,0.10771255004406122
0.5,0.9548540711402893,0.00369840675037314,23.814537048339844,0.11907816244041847
0.6,0.9571225047111511,0.0035168383491989696,28.684955596923828,0.13278410878121072
0.7,0.9593635201454163,0.0033686748624922602,33.55767059326172,0.14402101756927266
0.8,0.961552619934082,0.0031976864839957098,38.433921813964844,0.15656676546512927
0.9,0.9636749625205994,0.0029823537411794443,43.30327224731445,0.16307636776813084
1.0,0.9657621383666992,0.002743047301601298,48.249610900878906,0.17380768268718327
1.2,0.9697133898735046,0.0025304771275857507,58.101016998291016,0.18828024035441615
1.4,0.9734235405921936,0.002504642526294454,68.0073013305664,0.20907260274344708
1.6,0.9769241213798523,0.00249759622660517,78.0186538696289,0.22749465958666804
1.8,0.9802190065383911,0.0026083241652830047,88.11094665527344,0.249141557707226
2.0,0.9832873344421387,0.0027155491413121124,98.17562866210938,0.2860854559812367
2.5,0.9901524782180786,0.0035862439960210324,123.55950927734375,0.3744662592186714
3.0,0.9959520101547241,0.0045859402657078,149.2307586669922,0.5165490472887626
3.5,1.0007147789001465,0.00563077818552582,174.88906860351562,0.7394615393018
4.0,1.0045301914215088,0.006505077553750849,200.6303253173828,1.0683425698078395
4.5,1.0074321031570435,0.007281244055345137,226.38258361816406,1.5101673762934382
5.0,1.0094397068023682,0.00797249746337303,251.98907470703125,2.1276283115228267
5.5,1.0098040103912354,0.008101837735891904,258.3353271484375,2.305564436803536
6.0,1.0098040103912354,0.008101837735891904,258.3353271484375,2.305564436803536
